frame,axis_0_2,axis_1_3,tenzo_0,tenzo_1,tenzo_2,tenzo_3,mean_tenzo_0_2,mean_tenzo_1_3,correct_force_X(N),correct_force_Y(N)
39,0.26,0.26,-0.73154393221914,-205.4,-0.7088591342626559,-158.1,-0.720201533240898,-181.75,-0.720201533240898,-0.0035570995205010275
40,0.0,0.0,-0.7328926991058817,-194.23333333333332,-0.7089174468085107,-401.77777777777777,-0.7209050729571962,-298.00555555555553,-0.7209050729571962,-0.00583238194648313
41,1.24,1.24,-0.7326658155611937,-216.82142857142858,-0.7086565349544074,-253.41379310344828,-0.7206611752578005,-235.11761083743843,-0.7206611752578005,-0.004601577665866297
42,2.5,2.5,-0.7273197894840006,-278.89285714285717,-0.7033449848024316,-227.1,-0.715332387143216,-252.99642857142857,-0.715332387143216,-0.004951490920274558
43,3.74,3.74,0.563061727675935,-225.51724137931035,0.5984347517730496,-152.3846153846154,0.5807482397244923,-188.95092838196285,0.5807482397244923,-0.0036980316739791143
44,5.0,5.0,3.13027259258824,-104.4,3.1828943262411347,-453.76666666666665,3.156583459414687,-279.0833333333333,3.156583459414687,-0.005462047819421339
45,6.24,6.24,5.676318493149275,-174.0344827586207,5.731444607483492,-79.55555555555556,5.7038815503163836,-126.79501915708812,5.7038815503163836,-0.002481554343029418
46,7.5,7.5,6.769053882602758,2.9285714285714284,6.827570921985815,-691.9333333333333,6.798312402294287,-344.5023809523809,6.798312402294287,-0.006742389293519541
47,8.74,8.74,7.484185719268313,-149.23333333333332,7.544842553191489,27.033333333333335,7.514514136229901,-61.099999999999994,7.514514136229901,-0.0011958117232605929
48,10.0,10.0,8.077598256114394,-354.0,8.145787234042553,-491.44827586206895,8.111692745078473,-422.7241379310345,8.111692745078473,-0.008273297542441226
49,11.24,11.24,8.516238743491092,-125.96666666666667,8.578871631205674,-117.53333333333333,8.547555187348383,-121.75,8.547555187348383,-0.002382816322536452
50,12.5,12.5,8.959182786122367,-433.6551724137931,9.02855390070922,-476.73333333333335,8.993868343415794,-455.1942528735632,8.993868343415794,-0.00890878271599106
51,13.74,13.74,9.31012862502283,-124.89655172413794,9.37975935436537,-475.25925925925924,9.344943989694102,-300.0779054916986,9.344943989694102,-0.005872940708321726
52,15.0,15.0,9.615955142605625,-19.566666666666666,9.686046099290781,148.625,9.651000620948203,64.52916666666667,9.651000620948203,0.0012629252699220407
53,16.24,16.24,9.939628978009118,-287.82758620689657,10.012267057960381,-335.55172413793105,9.975948017984749,-311.68965517241384,9.975948017984749,-0.006100198750805633
54,17.5,17.5,10.19720019945619,91.3,10.271438004402055,-105.2,10.234319101929124,-6.950000000000003,10.234319101929124,-0.00013602113709756342
55,18.74,18.74,10.42210327441315,-182.96666666666667,10.499459574468085,-487.43333333333334,10.460781424440619,-335.2,10.460781424440619,-0.00656032879929543
56,20.0,20.0,10.66834553600185,-106.3103448275862,10.741554658840792,-788.7241379310345,10.704950097421321,-447.51724137931035,10.704950097421321,-0.008758532955853026
57,21.24,21.24,10.828100258755398,-110.53333333333333,10.899623404255319,-415.8333333333333,10.863861831505359,-263.18333333333334,10.863861831505359,-0.005150862771960727
58,22.5,22.5,11.030454034059364,-468.44827586206895,11.1073301540719,-960.76,11.068892094065632,-714.6041379310345,11.068892094065632,-0.013985793872806233
59,23.74,23.74,11.239323885281333,-391.5925925925926,11.319221276595746,-41.733333333333334,11.279272580938539,-216.66296296296298,11.279272580938539,-0.00424039461714381
60,25.0,25.0,11.400433932520253,-153.46666666666667,11.477746808510638,-851.5,11.439090370515444,-502.48333333333335,11.439090370515444,-0.00983429559317611
61,23.76,23.76,8.300911834738812,-26.642857142857142,8.33358327219369,-395.2758620689655,8.317247553466252,-210.95935960591135,8.317247553466252,-0.004128767190643142
62,22.5,22.5,1.7278513813743426,-10.241379310344827,1.7550099290780141,-250.9,1.7414306552261785,-130.57068965517243,1.7414306552261785,-0.0025554494501452674
63,21.26,21.26,0.0827122739271202,-61.57142857142857,0.14988226950354608,-728.7391304347826,0.11629727171533313,-395.1552795031056,0.11629727171533313,-0.007733736755124877
64,20.0,20.0,-0.4541572477585868,-169.55172413793105,-0.4312205673758865,-598.3,-0.44268890756723667,-383.9258620689655,-0.44268890756723667,-0.007513961484860858
65,18.76,18.76,-0.7120206495703303,-28.555555555555557,-0.6867828319882612,-711.52,-0.6994017407792957,-370.03777777777776,-0.6994017407792957,-0.007242152417609899
66,17.5,17.5,-0.7364069263016753,-121.9,-0.7112389525368248,-396.6,-0.72382293941925,-259.25,-0.72382293941925,-0.005073881984538605
67,16.26,16.26,-0.7345499354322982,-171.3793103448276,-0.7107087307410125,59.7037037037037,-0.7226293330866553,-55.837803320561946,-0.7226293330866553,-0.0010928232375097748
68,15.0,15.0,-0.7353398824995705,-239.24137931034483,-0.7104783565663976,-401.26666666666665,-0.722909119532984,-320.25402298850577,-0.722909119532984,-0.006267815304599389
69,13.76,13.76,-0.7326912496758899,-250.89655172413794,-0.7091656534954408,-403.0689655172414,-0.7209284515856653,-326.98275862068965,-0.7209284515856653,-0.006399505991206374
70,12.5,12.5,-0.7330953289036273,-250.46666666666667,-0.7101375886524823,-481.86206896551727,-0.7216164587780548,-366.16436781609195,-0.7216164587780548,-0.007166344413662627
71,11.26,11.26,-0.7339103447336721,-48.333333333333336,-0.7098035460992909,-537.8518518518518,-0.7218569454164815,-293.0925925925926,-0.7218569454164815,-0.0057362284488226365
72,10.0,10.0,-0.7352949660716036,-161.33333333333334,-0.7101702127659575,-427.3,-0.7227325894187806,-294.31666666666666,-0.7227325894187806,-0.005760185275793457
73,8.76,8.76,-0.7332808506551627,-213.66666666666666,-0.7094696048632219,-390.62068965517244,-0.7213752277591923,-302.14367816091954,-0.7213752277591923,-0.0059133707439264025
74,7.5,7.5,-0.7330504486985862,-257.1333333333333,-0.7087498165810713,-516.0666666666667,-0.7209001326398288,-386.6,-0.7209001326398288,-0.007566298072218417
75,6.26,6.26,-0.7312385055052307,-150.57142857142858,-0.7091595744680851,-446.23333333333335,-0.7201990399866579,-298.40238095238095,-0.7201990399866579,-0.005840148369750092
76,5.0,5.0,-0.7334733875799907,-133.6206896551724,-0.7083169479090242,-605.0344827586207,-0.7208951677445075,-369.32758620689657,-0.7208951677445075,-0.007228252983792868
77,3.76,3.76,-0.731552588249335,-311.51724137931035,-0.7093366261398176,-386.9655172413793,-0.7204446071945763,-349.2413793103448,-0.7204446071945763,-0.006835138062635186
78,2.5,2.5,-0.7325950345710306,-143.68965517241378,-0.7091071166544388,-317.06666666666666,-0.7208510756127346,-230.37816091954022,-0.7208510756127346,-0.004508820059096589
79,1.26,1.26,-0.7313153343308095,-214.56666666666666,-0.7093574468085106,-388.9,-0.72033639056966,-301.73333333333335,-0.72033639056966,-0.005905339726652967
80,0.0,0.0,-0.7251047122412814,-173.50574712643677,-0.7093393617021276,-98.65168539325843,-0.7172220369717045,-136.0787162598476,-0.7172220369717045,-0.0026632491684087994
